run_id,mode,archetype,speed,approach,dipole,shaft,noise,seed,rmse,p50,p90,max,dnh_ratio,burst_peak,contamination,pass
153,C,multi_floor,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,153003,0.3723,0.3663,0.5639,0.623,1.0,98.0385,0.5376,true
154,A,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,154001,0.2717,0.2814,0.4043,0.4568,1.0,98.7705,0.3892,true
155,A,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,155002,0.2863,0.2998,0.3973,0.5042,1.0,96.9066,0.1811,true
156,A,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,156003,0.282,0.2794,0.4145,0.4841,1.0,96.2591,0.6744,true
157,B,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,157001,0.3698,0.2945,0.5511,0.6197,1.0,95.6587,0.5314,true
158,B,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,158002,0.4177,0.347,0.626,0.6709,1.0,96.5132,0.4703,true
159,B,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,159003,0.3614,0.3401,0.5704,0.6062,1.0,96.9717,0.3828,true
160,C,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,160001,0.2671,0.2335,0.3962,0.4515,1.0,98.0602,0.3948,true
161,C,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,161002,0.3199,0.3025,0.4565,0.4794,1.0,98.4852,0.4541,true
162,C,multi_floor,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,162003,0.3474,0.3283,0.4969,0.5282,1.0,98.3116,0.7188,true
163,A,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,163001,0.3185,0.3479,0.449,0.5181,1.0,91.2515,0.4628,true
164,A,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,164002,0.3348,0.3279,0.4871,0.5224,1.0,91.9679,0.604,true
165,A,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,165003,0.292,0.2731,0.4258,0.4827,1.0,91.0637,0.75,true
166,B,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,166001,0.4046,0.3552,0.6124,0.6461,1.0,91.5026,0.5277,true
167,B,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,167002,0.4001,0.402,0.5994,0.6473,1.0,91.4086,0.6387,true
168,B,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,168003,0.4231,0.4127,0.6502,0.6704,1.0,91.4629,0.5165,true
169,C,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,169001,0.3127,0.294,0.4713,0.5059,1.0,90.7794,0.5626,true
170,C,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,170002,0.377,0.3664,0.528,0.6038,1.0,90.5145,0.6188,true
171,C,multi_floor,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,171003,0.3697,0.3694,0.5468,0.573,1.0,91.1833,0.59,true
172,A,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,172001,0.3088,0.3336,0.4301,0.5096,1.0,91.2206,0.3693,true
173,A,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,173002,0.2894,0.2376,0.4347,0.4643,1.0,90.9337,0.1188,true
174,A,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,174003,0.2479,0.2243,0.3695,0.4509,1.0,90.7364,0.4191,true
175,B,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,175001,0.3813,0.3717,0.58,0.6164,1.0,91.0882,0.0654,true
176,B,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,176002,0.3574,0.3733,0.5427,0.5746,1.0,91.5205,0.6235,true
177,B,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,177003,0.3942,0.388,0.5875,0.6167,1.0,90.9872,0.1661,true
178,C,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,178001,0.3017,0.2634,0.4329,0.5288,1.0,93.0669,0.092,true
179,C,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,179002,0.2926,0.2999,0.444,0.4724,1.0,91.9455,0.0925,true
180,C,multi_floor,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_SINGLE,NOISE_NOMINAL,180003,0.2805,0.2726,0.4325,0.4706,1.0,91.4092,0.0692,true
181,A,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,181001,0.5096,0.2446,0.8137,0.8266,1.0003,4.00000006423e7,0.7946,true
182,A,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,182002,0.5084,0.2122,0.8236,0.8385,1.0003,4.00000012173e7,0.822,true
183,A,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,183003,0.5097,0.2071,0.821,0.8339,0.9997,4.00000010325e7,0.8421,true
184,B,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,184001,0.6172,0.2395,1.0191,1.0273,1.0559,4.00000000062e7,0.8083,true
185,B,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,185002,0.6676,0.2317,1.1068,1.1269,1.0607,4.0000000192e7,0.7981,true
186,B,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,186003,0.6221,0.2392,1.0156,1.0242,1.0186,4.00000001469e7,0.806,true
187,C,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,187001,0.5738,0.2439,0.9415,0.9604,0.9999,3.99999998222e7,0.8129,true
188,C,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,188002,0.5878,0.1926,0.9732,0.9995,0.9988,4.00000005468e7,0.7941,true
189,C,dual_shaft,ELEV_SLOW,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,189003,0.5646,0.1907,0.9349,0.9497,0.9986,4.0000000706e7,0.7898,true
190,A,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,190001,0.484,0.215,0.7811,0.8045,1.0001,4.00000007633e7,0.7388,true
191,A,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,191002,0.5089,0.2122,0.8239,0.8325,1.0001,3.99999998896e7,0.7452,true
192,A,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,192003,0.4938,0.2094,0.8066,0.8138,1.0,4.00000004589e7,0.7605,true
193,B,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,193001,0.6284,0.2147,1.0419,1.052,1.0639,4.00000008603e7,0.7034,true
194,B,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,194002,0.6202,0.1924,1.0263,1.0438,1.0667,3.99999995253e7,0.7308,true
195,B,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,195003,0.6157,0.2246,1.017,1.0268,1.0236,4.00000005672e7,0.7155,true
196,C,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,196001,0.6026,0.2222,0.9899,1.0008,1.0,4.00000008265e7,0.7215,true
197,C,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,197002,0.5955,0.1839,0.9843,0.9961,1.0,4.00000001507e7,0.7232,true
198,C,dual_shaft,ELEV_FAST,APPROACH_NEAR,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,198003,0.587,0.2307,0.9577,0.9687,1.0,3.99999996572e7,0.7157,true
199,A,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,199001,0.4691,0.2691,0.7305,0.7543,0.9992,4.00000015688e7,0.7324,true
200,A,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,200002,0.4602,0.2751,0.7227,0.7328,1.0002,3.99999993484e7,0.7384,true
201,A,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,201003,0.4785,0.3012,0.748,0.758,1.0007,4.00000012011e7,0.7667,true
202,B,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,202001,0.5703,0.2529,0.9198,0.9455,1.0022,4.00000006277e7,0.7361,true
203,B,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,203002,0.5871,0.2705,0.9527,0.9647,0.9992,4.00000005995e7,0.7004,true
204,B,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,204003,0.5832,0.2713,0.945,0.9654,0.9944,3.99999998336e7,0.6884,true
205,C,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,205001,0.5337,0.2997,0.8503,0.8679,1.0008,4.00000001425e7,0.7499,true
206,C,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,206002,0.5986,0.2958,0.9531,0.9729,0.9998,3.99999995082e7,0.7563,true
207,C,dual_shaft,ELEV_SLOW,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,207003,0.598,0.3155,0.9619,0.9699,1.0007,3.99999995122e7,0.756,true
208,A,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,208001,0.4677,0.2849,0.7224,0.7477,0.9999,3.99999993844e7,0.6854,true
209,A,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,209002,0.4423,0.2384,0.6967,0.7062,1.0001,3.99999999965e7,0.6285,true
210,A,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,210003,0.4454,0.2716,0.706,0.7127,1.0001,3.99999989284e7,0.6554,true
211,B,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,211001,0.608,0.308,0.9794,0.9898,0.9994,4.00000012429e7,0.6462,true
212,B,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,212002,0.5926,0.2582,0.9596,0.9786,0.998,4.00000007584e7,0.6164,true
213,B,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,213003,0.5287,0.2287,0.8758,0.8878,0.9965,4.00000007263e7,0.6278,true
214,C,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,214001,0.5407,0.249,0.8794,0.8878,1.0,3.99999995298e7,0.6484,true
215,C,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,215002,0.5353,0.2639,0.8724,0.8862,0.9999,4.0000000603e7,0.6555,true
216,C,dual_shaft,ELEV_FAST,APPROACH_MEDIUM,DIPOLE_NOMINAL,SHAFT_DUAL,NOISE_NOMINAL,216003,0.5695,0.2711,0.9209,0.9318,1.0,3.99999998903e7,0.6741,true
